sample,rtt_us
902,76063.700
903,76239.200
904,74340.800
905,76070.400
906,75548.500
907,76102.900
908,76348.400
909,75582.500
910,77960.400
911,73485.400
912,76033.900
913,74168.200
914,76501.400
915,74897.800
916,76440.800
917,74464.700
918,76714.600
919,75631.400
920,78610.200
921,74236.700
922,74752.300
923,76184.500
924,74641.800
925,80893.200
926,75409.100
927,76301.200
928,75889.700
929,75479.900
930,77943.000
931,73601.900
932,75364.800
933,75738.600
934,75550.800
935,78296.700
936,75221.900
937,76061.600
938,78999.300
939,75515.100
940,75539.600
941,75685.000
942,74523.200
943,77228.400
944,81629.200
945,74407.900
946,77766.800
947,73507.400
948,77319.600
949,205420.800
950,65089.100
951,77686.400
952,73216.700
953,78246.800
954,75771.800
955,75352.700
956,77543.300
957,75201.800
958,75628.000
959,75919.900
960,77116.100
961,73497.000
962,76743.100
963,76038.800
964,76761.900
965,75161.900
966,74612.000
967,77115.600
968,77551.500
969,75787.500
970,76273.700
971,73552.200
972,74751.400
973,75691.200
974,76130.000
975,77845.500
976,73681.600
977,75130.100
978,77651.500
979,76674.700
980,72269.400
981,77640.700
982,76812.100
983,76124.200
984,73522.800
985,76210.800
986,76376.800
987,77185.200
988,76259.000
989,75106.000
990,75529.400
991,74787.200
992,75654.400
993,74912.100
994,75032.000
995,75122.400
996,75951.900
997,76025.600
998,75362.500
999,75638.000
